query_id,query_text,doc_id,label
q_90,Dell Latitude 3410 Laptop Intel i5 10210U 16GB RAM 256GB SSD Win 11 (Renewed) DELL  Intel Core i5 1.6 GHz Gray   SSD 256 GB Dell Latitude 3410 Windows 11  16 GB 14 Inches,8dd24fc86494,1
q_91,"2022 LENOVO IdeaPad Flex 5i 14"" Touchscreen 2-in-1 Laptop 11th Dual-Core Intel i3-1135G4 4GB DDR4 512GB NVMe SSD UHD Graphics HDMI USB-C Fingerprint WiFi-5 Windows 11 , Blue w/32GB USB Drive Lenovo  Core i3 Family  Abyss Blue Integrated   512 GB 82HS00RBUS Windows 11 Home  4 GB 14 Inches Fingerprint Reader",ebf8a99fd0e2,1
q_92,"Dell Latitude 7420 14"" Intel Core i5-1135G7 8GB RAM 256GB SSD Windows 11 (Renewed) DELL  Intel Core i5 2.4 GHz  Integrated  SSD  Latitude 7420 Windows 11 4 8 GB 14 Inches",488f635c6783,1
q_93,"HP ProBook 640 G5 14.0"" FHD Intel Core i5-8365U 1.60GHz 16GB RAM 256GB SSD (Renewed) HP  Intel Core i5 4.1  Integrated  SSD 256 GB ProBook 640 G5 Windows 11  16 GB 14 Inches",35b943dc2fa0,1
q_94,Lenovo 82LX002CAU 15.6-Inch IdeaPad Slim 1i 7th 4GB RAM/128GB SSD Laptop Lenovo   1.1 GHz Black Integrated   128 GB Lenovo IdeaPad Slim 1i (Pentium) Windows 11 Home  4 GB 15.6 Inches Lightweight,22086f11037f,1
q_95,"Dell Latitude 7490 14"" Intel Core i5 8350U 16GB RAM 256GB SSD Win 11 Pro (Renewed) Dell  Core i5-8350U  Black Integrated   256 GB Dell Latitude 7490 Windows 11 Pro  16 GB 14 Inches HD Audio",42507fed99c8,1
q_96,"HP 17 Laptop, 17.3” HD+ Display, 11th Gen Intel Core i3-1125G4 Processor, 8GB RAM, 256GB SSD, Wi-Fi, HDMI, Webcam, Windows 11 Home, Silver HP  Core i3 Family  Silver Integrated   256 GB TPN-I139_320M3AV Windows 11 Home  8 GB 17.3 Inches Numeric Keypad",d6293d0be1ca,1
q_97,"ERAZER Defender P50 Gaming Laptop - Intel Core i7, 16GB RAM, 1 TB SSD, NVidia RTX 4060, 17.3"", 1920x1080 Full HD (144Hz), Windows 11 Home - Backlit Keyboard ERAZER  Intel Core i7  Black Dedicated   1 TB Defender P50 Windows 11 Home  16 GB 17.3 Inches Backlit Keyboard",5dd1589b5169,1
q_98,"Asus Vivobook Go 15 Business Laptop, 15.6"" Full HD IPS Display, Ryzen 5 7520U Processor, 16GB RAM 512GB SSD, WiFi 6E, Windows 11 Home ASUS  Ryzen 5 2.8 GHz  Integrated  SSD  E1504FA-BQ631W Windows 11 Home 4 16 GB 15.6 Inches",08759cf93e35,1
q_99,"(Renewed) Dell Latitude 5480 14"" Core i5 6th Generation 6300U 16GB RAM 500GB M.2 SSD Windows 11 Slim Laptop PC with USB-C DELL  Core i5 Family 2.4 GHz  Integrated Intel HD Graphics  500 GB Latitude Windows 11  16 GB 14 Inches",69355049e97d,1
q_100,Apple MacBook Air 13.3-inch (2020) - M1 - Apple M1 Chip: 8-Core CPU/7-Core GPU - 256GB - Space Grey - 8GB RAM (Renewed) Apple Apple Apple M1 3.2 GHz space grey   SSD 256 GB   8  13.3 Inches,e3d497ecce93,1
q_101,"HP Probook 440 G8 14"" Screen Core i5 11th Generation 1135G7 16GB RAM 256GB M.2 SSD Windows 11 Laptop PC with Charger (Renewed) HP  Intel Core i5 2.4 GHz  Integrated Intel HD Graphics  256 GB HP ProBook 440 G8 Windows 11  16 GB 14 Inches",f02b8dd03392,1
q_102,"Dell Latitude 7420 2-in-1 14.0"" Touch Screen Core i7 11th Generation 1165G7 16GB RAM 500GB M.2 SSD Windows 11 Laptop PC with USB-C Charger, 360 Degree Flip (Renewed) DELL  Core i7 2.8 GHz Black   SSD 500 GB Dell Latitude 7420 2-in-1 Windows 11  16 GB 14 Inches",d839b15aba44,1
q_103,"Dell Inspiron 15 3530 Laptop – AMD Ryzen 3 7320U – 8 GB RAM – 512 GB PCIe NVMe SSD – 15.6 inch FHD 1920 × 1080 120 Hz – Windows 11 Home – English – 1.63 kg – Carbon Black DELL  Ryzen 3  Black Dedicated   512 GB Inspiron 15 3535 Windows 11 Home  8 GB 15.6 Inches Anti Glare Coating, Memory Card Slot, Numeric Keypad",47015f60a495,1
q_104,"ASUS Vivobook Go 15.6” FHD Laptop, AMD Ryzen 3 7320U, 8GB, 128GB, Windows 11 Home, Mixed Black, E1504FA-AS33 ASUS  Ryzen 3  Black Integrated   128 GB Vivobook Go WIN11 HOME S  8 GB 15.6 Inches Sound by Sonicmaster",0b3e19914aac,1
q_105,"HP 14"" Laptop, 14-inch HD Display, Intel Processor N100, 4GB RAM, 128GB SSD, Intel UHD Graphics, Windows 11 Home in S Mode, Lightweight Design, Long Battery Life, Jet Black, B22ZJPA HP  Celeron N  Jet Black Integrated   128 GB HP 14"" Laptop Windows 11 Home  4 GB 14 Inches Anti-Glare Panel, DC Dimming Technology",f48bf4af45be,1
q_106,"ASUS Vivobook F1500E 15.6"" Core i7 11th Generation 1165G7 32GB RAM 1TB M.2 SSD Windows 11 Laptop PC (Renewed) ASUS Intel Intel Core i7 2.8 GHz    SSD 1 TB ASUS-F1500EA-I711TH-32GB1TB-E Windows 11 4  15.6 Inches",096ebf4efdf4,1
q_107,"HP OmniBook Ultra AI 14” Laptop with Copilot: 14"" 2.2K Touch Display, AMD Ryzen™ AI 9 HX Processor, 32GB RAM, 1TB SSD, Wi-Fi 7, Bluetooth® 5.4, 16.5-Hour Battery Life, Meteor Silver, AY6U8PA HP  Ryzen 9  Silver Integrated   1 TB HP OmniBook Ultra Windows 11 Home  32 GB 14 HP Wolf Security, HP AI Companion",6ada11c21e1b,1
q_108,"HP EliteBook 830 G5 13.3 inch, Intel i5 8250U, 8GB RAM, 256GB SSD Window 11 (Renewed) HP  Intel Core i7 3.9 GHz  Integrated  SSD 280 GB EliteBook 830 G5 Windows 11  8 GB 13.3 Inches",07b1f0995217,1
q_109,"Dell Latitude 5320 Intel i5-1135G7 16GB RAM 256GB SSD 13.3"" Win 11 Pro (Renewed) DELL  Intel Core i5-1135G7 3 GHz Silver Integrated   256 GB Latitude 5320 Windows 11 Pro  16 GB 13.3 Inches",746e6ba6cf96,1
q_110,"Dell Inspiron 15 3511 Laptop, 15.6"" FHD Touchscreen, Intel Core i5-1035G1, 16GB RAM, 1TB PCIe NVMe M.2 SSD, SD Card Reader, Webcam, HDMI, WiFi, Windows 11 Home, Black Dell  Core i5 Family  Black Integrated   1 TB Inspiron Windows 11 Home  16 GB 15.6 Inches Anti Glare Coating",c3f94973994c,1
q_111,"Dell Latitude 5300 13.3"" Touch i5-8365U 16GB 256GB W11 Pro (Renewed), DW347 DELL  Intel Core i5 1.6 GHz    HDD 256 GB DW347 Windows 11  16 GB 13.3 Inches Fingerprint Reader, Memory Card Slot, touchscreen",e3e58e71d671,1
q_112,"HP 17.3"" FHD Laptop, 6-Core AMD Ryzen 5 7430U (Beats i7-1255U), 32GB RAM, 1TB SSD, Webcam, KeyPad, WiFi6, USB-C, HDMI, PDG HDMI Cable, US Version KB, Win 11 HP  Ryzen 5  Natural Silver Integrated AMD Radeon Graphics   17-cp Windows 11 Home  32 GB 17.3 Inches HD Audio, Numeric Keypad",3f838ead24bc,1
q_113,"Lenovo ThinkPad T14 Gen 1 Intel i5 10210U 1.60GHz 8GB RAM 256GB SSD 14"" FHD Win 11 pro (Renewed) Lenovo     Integrated Intel UHD Graphics    Windows 11 Pro  16 GB  Memory Card Slot",886239264b22,1
q_114,"HP Stream 14"" HD Laptop, Intel Processor N150, 16GB RAM, 1.12TB Storage(128GB UFS+1TB Docking Station Set), Intel Graphics, Webcam, Wi-Fi 6, 1 Year Office 365, Copilot, Fast Charge, Win 11, Blue HP  Others  Blue Integrated   128 GB HP Stream Windows 11 S  16 GB 14 Inches Anti Glare Coating",d866195db1cd,1
q_115,HP Probook 430 G5 i5-8250U 16GB RAM 256GB SSD 1.60GHz Windows 11 (Renewed) HP  Core i5 8250U 1.6 GHz Silver Integrated   256 GB HP Probook 430 G5 Windows 11  16 GB 13.3 Inches,9062165c4509,1
q_116,"Dell Latitude 5490 14"" Intel i7-8650U 16GB RAM 512GB SSD Windows 11 Pro (Renewed) DELL  Intel Core i7 1.9 GHz  Integrated  SSD 8 GB Latitude 5490 Windows 11 Pro  16 GB 14 Inches",00c69ab60ab2,1
q_117,"Dell Latitude 5430 Intel i7-1255U 14"" FHD Laptop 32GB Ram 256GB SSD Win11P (Renewed) Dell Intel Intel Core i7 1.7 GHz    SSD 256 GB  Windows 11 10  14 Inches",52ae32ff31b2,1
q_118,"ERAZER Deputy P60 Gaming Laptop - Intel Core i5, 16GB RAM, 1TB SSD, NVidia RTX 4060, 15.6"", 1920x1080 Full HD (144Hz), Windows 11 Home - Backlit Keyboard (Intel Core i5) ERAZER  Intel Core i5  Black Dedicated   1 TB Deputy P60 Windows 11 Home  16 GB 15.6 Inches Backlit Keyboard",6cd327537f30,1
q_119,"HP Envy x360 2-in-1 14"" FHD IPS Touchscreen Laptop Intel Core i5-1335U(Beats i7-1260U) Backlit KB Fingerprint Reader, Windows 11 | Natural Silver (8GB RAM | 512GB SSD) (14 inch) HP  Core i5  14 inch Integrated   512 GB HP Envy Windows 11 Home  8 GB 14 Inches Backlit Keyboard, Fingerprint Reader",d3f5cc881394,1
q_120,"Apple MacBook Air (13-inch, Apple M4 chip with 10-core CPU and 10-core GPU, 16GB Unified Memory, 512GB) - Midnight Apple  Apple M4 10 Black Integrated  SSD  13-inch MacBook Air (M4, 2025) Mac OS  16 GB 13.6",9475ece351b8,1
q_121,"Apple MacBook Air 2020 2K Retina 13.3"" - 256GB - Apple M1-8GB MacOS (Renewed) Apple  Apple M1 3.1 GHz  Integrated  SSD 256 GB MacBook Air 2020 Mac OS  8 GB 13.3 Inches",4c94b3ee7f71,1
q_122,"2020 MacBook Air with 1.1GHz Intel Core i3 (13-inch, 8GB RAM, 256GB SSD) Gold (Renewed) Apple  Core i3 1.1 GHz  Integrated  SSD 256 MacBook Air MacOs Sonoma  8 GB 13",7d658529afd0,1
q_123,"Lenovo IdeaPad Touchscreen Laptop, 15.6"" FHD (1920x1080) IPS 300nits Anti-Glare Display, AMD Ryzen 5 7520U, 8GB LPDDR5RAM, 512GB SSD, AMD Radeon Graphics, Windows 11 Home, Abyss Blue, EAT 16GB USB PEN Lenovo  AMD R Series  Blue Integrated   512 GB Lenovo IdeaPad Windows 11  8 GB 15.6 Inches HD Audio",d8f1d24f831d,1
q_124,"MSI Modern 14 14"" FHD Intel Raptor Lake i5-1334U Iris Xe Graphics 16GB DDR4 RAM 512GB SSD Business & Productivity Laptop, Platinum Gray MSI  Intel Core i5  Gray Integrated   512 GB Modern 14 14"" FHD Business & Productivity Laptop (i5) [512GB SSD] Windows 11  16 GB 14 Inches Backlit Keyboard",fab019482eff,1
q_125,"HP 17 Laptop, 17.3” HD+ Display, 11th Gen Intel Core i3-1125G4 Processor, 16GB RAM, 512GB SSD, Wi-Fi, HDMI, Webcam, Windows 11 Home, Silver HP  Core i3 Family  Silver Integrated   512 GB TPN-I139_320M3AV Windows 11 Home  16 GB 17.3 Inches Anti Glare Coating",225775dcdf53,1
q_126,"HP Probook 430 G7 13"" Touchscreen FHD Laptop PC i5-10210U 1.6GHz 8GB 256GB SSD Windows 11 (Renewed) HP  Intel Core i5 1.6 GHz   Intel UHD Graphics  256 GB MLLAP97193 Windows 11  8 GB 13 Inches touchscreen",f8e23f8aa750,1
q_127,"HP ProBook 450 15"" 1080p IPS i5-1334U 16GB 512GB SSD WiFi 6E Windows 11 Pro Laptop HP  Intel Core i5  Silver Intel UHD Graphics Intel Iris Xe Graphics  512 GB ProBook 450 G10 Windows 11 Pro  16 GB 15.6 Inches",9b932244d3ba,1
q_128,"HP 14” Chromebook, Intel Pentium Silver N6000, 14-inch FHD Display, 4GB LPDDR4x RAM, 64GB eMMC Storage, Wi-Fi 5, Bluetooth 5.0, USB-C, HDMI 2.1, Forest Teal, ChromeOS, 9U9X6PA HP  Pentium  Forest Teal Integrated   64 GB HP Chromebook 14a-na1019TU Chrome OS  4 GB 14 Inches Anti Glare Coating",5b5adbf69878,1
q_129,"Lenovo IdeaPad Flex 3 15.6 Inch Touch Full HD Chromebook, Intel Pentium, 8GB RAM, 128GB SSD, Chrome OS - Arctic Grey Laptop Lenovo  Pentium  Arctic Grey Integrated   128 GB IdeaPad Flex 3 Chrome 15IJL7 Chrome OS  8 GB 15.6 Inches HD Audio",1445d6b0f01d,1
q_130,"Asus TUF Gaming F16 Gaming Laptop, 16"" FHD+ IPS-Level, 144Hz, Core 5 210H Processor, 16GB 512GB SSD, NVIDIA GeForce RTX 3050, WiFi 6, Windows 11 Home ASUS  Intel Core 5 2.2 GHz  Dedicated NVIDIA GeForce RTX 3050 SSD  TUF Gaming F16 Windows 11 Home  16 GB 16 Inches",3e6185c59a3f,1
q_131,"HP ProBook 440 G8 14"" Intel i5-1135G7 2.40GHz 16GB RAM 512GB SSD Win 11 Pro (Renewed) HP  Intel Core i5-1135G7 4.2 GHz Silver Integrated   512 GB ProBook 440 G8 Windows 11 Pro  16 GB 14 Inches",1037789f39fc,1
q_132,"Dell Latitude 5400 14"" Intel i7-8665U 16GB 512GB W11 (Renewed) DELL  Intel Core i7 1.9 GHz Black Integrated   512 GB Latitude Windows 11  16 GB 14 Inches",d12be2d0f774,1
q_133,"Apple MacBook Pro (16"" 3K Retina, 2019) Intel Core i7-9750H 16GB 512GB SSD Touch Bar MacOS (Renewed) Apple  Core i7-9750H 4.5 GHz  Integrated AMD Radeon Pro 5300M  16 GB MacBook Pro macOS Sonoma  16 GB 16 Inches",badddf2b195d,1
q_134,"Lenovo ThinkBook 14 G6 14"" WUXGA IPS i5-13420H Laptop, 16GB RAM, 512GB SSD, WiFi 6E, Windows 11 Pro Laptop Lenovo  Core i5  Silver Integrated   512 GB ThinkBook 14 G6 Windows 11 Pro  16 GB 14 WiFi 6E technology",1f8217197cdb,1
q_135,"Asus Vivobook 16 16"" WUXGA IPS Ultra 5 225H 16GB RAM 512GB SSD AI Boost WiFi 6 W11H Laptop (X1607CA-MB110W) ASUS  Intel Core Ultra 5 4.9 GHz  Integrated  SSD  Vivobook 16 Windows 11 Home  16 GB 16 Inches",b27085796b2f,1
q_136,"Dell Latitude 7520 15.6"" Touch Screen Core i7 11th Generation 1165G7 16GB RAM 500GB M.2 SSD Windows 11 Laptop PC (Black) with USB-C Charger (Renewed) DELL Intel Intel Core i7 2.8 GHz    SSD 500 GB  Windows 11 4  15.6 Inches",c62431d074a7,1
q_137,"Lenovo Legion 5i 15IRX10 15.1"" WQXGA OLED 165Hz 100% DCI-P3 Display HDR True Black 600 Display Core i7-14700HX 24GB RAM 512GB SSD RTTX5050 WiFi7 Win11H Eclipse Black 83LY004NAU Lenovo  Intel Core i7  Eclipse Black Dedicated   512 GB Legion 5i Windows 11 Home  34 GB 15.1 Inches Backlit Keyboard, Numeric Keypad",9fbd27f32dba,1
q_138,"MSI Modern 15 B12M 15.6"" Laptop, 1080p Display, i7 1255U Processor, 16GB RAM 512GB SSD, WiFi 6, Windows 11 Home MSI  Core i7 1.7 GHz  Integrated  SSD  Modern Windows 11 Home 10 32 GB 15.6",e06046ac32e3,1
q_139,"Dell Latitude 5400 14"" Core i5 8th Generation 8265U Quad Core 32GB RAM 2TB M.2 SSD Windows 11 Notebook Laptop PC with Charger (Renewed) Dell Intel Intel Core i5 1.6 GHz   Intel HD Graphics SSD 2 TB  Windows 11 4  14 Inches",7afba09484c4,1
q_140,"Lenovo ThinkBook 14 G8 14"" WUXGA IPS Ultra 5 225U 32GB 512GB SSD WiFi 6E W11P Laptop Lenovo  Intel Core Ultra 5  Silver Integrated   512 GB ThinkBook 14 G8 Windows 11 Pro  32 GB 14 Inches Rapid Charge Support",1fd559b2c204,1
q_141,"Dell Latitude 5420 Intel i7 1185G7 3.0GHz 16GB RAM 256GB SSD 14"" Win 11 (Renewed) DELL  Core i7-1185G7E 3 GHz Black Integrated   256 GB Latitude 5420 Windows 11  16 GB 14 Inches",0680f1ffb2aa,1
q_142,"HP Probook 640 G5 14"" Notebook - 1920 X 1080 - Core i5 i5-8365U - 8 GB RAM - 16 GB Optane Memory - 256 GB SSD - Windows 10 Pro 64-bit - Intel UHD Graphics 620 - in-Plane Switching (IPS) Technolog HP  Core i5  Silver Integrated   256 GB HP ProBook Windows 10 Pro  16 GB 14 Inches touchscreen",c367f674bad8,1
q_143,"2025 Gaming Laptop 16 Inch Win11 12 + 512GB SSD Support 2TB (HDD-2TB) 1920 x 1200 Notebook 4-Core Celeron N5095 (up to 2.9 GHz) Laptop with Number Keyboard WiFi Mini HDMI German Keyboard Cover Blue NOTODD  Celeron  N600-Blue-2 Integrated   512 GB N00-Blau Win  1.5 GB 16 Inches Memory Card Slot, Numeric Keypad",1f961d775825,1
q_144,"2025 Gaming Laptop 16 Inch Win11 12 + 512GB SSD Support 2TB (HDD-2TB) 1920 x 1200 Notebook 4-Core Celeron N5095 (up to 2.9 GHz) Laptop with Number Keyboard WiFi Mini HDMI German Keyboard Cover Blue NOTODD  Celeron  N600-Blue-2 Integrated   512 GB N00-Blau Win  1.5 GB 16 Inches Memory Card Slot, Numeric Keypad",da3e434e5c62,1
q_145,"Asus Gaming V16 16"" WUXGA IPS 144Hz Core 7 240H 16GB GeForce RTX 4050 512GB SSD WiFi 6 Windows 11 Home Laptop ASUS  Intel Core 7 2.5 GHz  Dedicated  SSD  Gaming V16 Windows 11 Home  16 GB 16 Inches",baf4d34035d6,1
q_146,"ASUS Vivobook Laptop, 17.3"" FHD (1920 x 1080) IPS LED Display, Intel i3-1215U, 6-Core, 16GB DDR4 RAM, 1TB SSD, Quiet Blue, HDMI, Win 11 Home, TWE Mouse Pad ASUS  Intel Core i3  Quiet Blue Integrated   1 TB ASUS Vivobook Laptop Windows 11  16 GB 17.3 Inches Numeric Keypad",e7c6d48c92f0,1
q_147,"Apple MacBook Air (13-inch, Apple M4 chip with 10-core CPU and 8-core GPU, 16GB Unified Memory, 256GB) - Silver Apple  Apple M4 10  Integrated  SSD  13-inch MacBook Air (M4, 2025) Mac OS 10 16 GB 13.6",0777d3a5f1e7,1
q_148,"Dell Latitude 7280 12.5"" TS i7-7600U 16GB 512GB W11 Pro (Renewed) DELL  Intel Core i7   Integrated Intel UHD Graphics 620  512 GB Dell Latitude Windows 11 Pro  16 GB 12.5 Inches touchscreen",fa241f621262,1
q_149,"Dell Latitude 7490 14"" Intel Core i5 8250U 16GB 256GB SSD Win11 Pro (Renewed) DELL  Intel Core i5   Integrated Intel UHD Graphics 620  256 GB Latitude Windows 11  16 GB 14 Inches touchscreen",25fdf1468284,1
q_150,"LENOVO THINKBOOK 16 G6 AMD R7-7730U, 16"" WUXGA, 512GB, 16GB, W11P, 1YOS (21KK00A5AU) Lenovo  AMD Ryzen 7  Black Integrated   512 GB THINKBOOK 16 G6 Windows 11 Pro  16 GB 16 Inches Windows 11 Pro with enhanced security features",bda04c51c218,1
q_151,"HP ProBook 440 G11 14"" WUXGA IPS Ultra 5 125U 16GB RAM 512GB SSD AI Boost WiFi 6E W11P Laptop HP  Intel Core Ultra 5 4.3 GHz Black or Silver Integrated   512 GB ProBook 440 G11 Windows 11 Pro  16 GB 14 Inches",a93810fb2d84,1
q_152,"Dell Latitude 5430 Intel i7 1255U 1.70GHz 16GB RAM 512GB SSD 14"" Win 11 (Renewed) DELL  Core i7-1255U 1.7 GHz  Integrated  SSD 512 GB  Windows 11  16 GB 14 Inches",39ed15969d47,1
q_153,"HP OmniBook Ultra AI 14” Laptop with Copilot: 14"" 2.2K Touch Display, AMD Ryzen™ AI 9 Processor, 16GB RAM, 1TB SSD, Wi-Fi 7, Bluetooth® 5.4, 16.5-Hour Battery Life, Meteor Silver, AY6U7PA HP  Ryzen 9  Silver Integrated   1 TB HP OmniBook Ultra Windows 11 Home  32 GB 14 HP Wolf Security, HP AI Companion",b6cc78f56529,1
q_154,"ASUS Vivobook 15.60 Inch FHD Anti-Glare Display Intel Iris X Intergrated Graphics IntelCore i7-1255U Processor DDR4 16GB RAM 1TB M.2 SSD Windows 11 Home Laptop, Cool Silver ASUS  Intel Core i7  Silver Integrated   1 TB ASUS Vivobook 15 Windows 11 Home  16 GB 15.6 Inches Anti Glare Coating",6557ba613f61,1
q_155,"HP 255 G10 15.6 inch Business Laptop, AMD Ryzen 7 7730U, 15.6"" Full HD Display, 64GB RAM, 2TB SSD, AMD Radeon Graphics, Numeric Keypad, USB-C, PDG HDMI Cable, US Version KB, Windows 11 Pro HP  Ryzen 7  Dark Ash Silver Integrated   2 TB G10 Windows 11 Pro  64 GB 15.6 Inches HD Audio, Numeric Keypad, Spill Resistant",4bb7f3a024f6,1
q_156,wajun DE LL Laptop Latitude 5290/12.5inch/Win 11 Pro/Core i7-8650U/Webcam/WiFi/Bluetooth/HDMI/8GB/512GB SSD (Renewed) wajun  Intel Core i7 1.9 GHz    SSD 512 GB Latitude Windows 11  8 GB 12.5 Inches Webcam,000f71f2c2b7,1
q_157,"Apple MacBook Air (13-inch, Apple M3 chip with 8-core CPU and 10-core GPU, 16GB Unified Memory, 512GB) - Space Grey Apple  Apple M3  Space Grey Integrated   512 GB MacBook Air Mac OS  8 GB 15 Inches Backlit Keyboard",9fadca4f445a,1
q_158,"HP Windows 11 Pro 15 15.6"" FHD Business Laptop Computer,11th Gen Intel Core i5-1135G7, 16GB RAM 512GB SSD, Intel Iris Xe Graphic, Numeric Pad, Long Battery Life, Wi-Fi 5, Bluetooth 4.2, USB, w/Battery HP  Core i5  Silver Integrated   512 GB HP Laptop Windows 11 Pro  64 GB 15.6 Inches Anti Glare Coating, HD Audio, Numeric Keypad",a1c0ce3fb304,1
q_159,"Lenovo ThinkBook 14 2-in-1 G5 14"" WUXGA IPS Touch Screen Ultra 5 225U 16GB 512GB SSD AI Boost WiFi 6E Windows 11 Pro Laptop Lenovo  Intel Core Ultra 5 3.4 GHz  Integrated  SSD  ThinkBook 14 2-in-1 G5 Windows 11 Pro  16 GB 14 Inches",dda076de8cde,1
q_160,"Lenovo ThinkBook G8 14"" WUXGA IPS Core 7 240H 32GB 512GB SSD WiFi 6E W11P Laptop Lenovo  Core i7 2.5 GHz Silver Integrated   512 GB ThinkBook 14 G8 Windows 11 Pro  32 GB 14 Inches",8bce2cbba85d,1
q_161,"Dell Latitude 13.3"" Touch Screen 5310 with i5-10310U, 8GB RAM, 256GB SSD, Windows 11 Pro (Renewed) DELL  Core i5  Silver Integrated Intel UHD Graphics 630  256 GB Latitude 5310 Windows 11 Pro  8 GB 13 Inches",1d2d151c29a3,1
q_162,"Lenovo ThinkBook 16 G8 16"" WUXGA IPS Core 5 210H 16GB 512GB SSD WiFi 6E Windows 11 Pro Laptop Lenovo  Intel Core 5 2.2 GHz  Integrated   512 GB ThinkBook 16 G8 Windows 11 Pro  16 GB 16 Inches Numeric Keypad",6bb6e2cf0846,1
q_163,"HP 2022 Stream 14"" HD BrightView Laptop, Intel Celeron N4020 Processor, 16GB RAM, 64GB SSD, Intel HD Graphics, 720p Webcam, 1 Year Office 365, Pink, Win 11, 32GB Snowbell USB Card HP  Celeron N  Pink Integrated   64 GB HP Stream Windows 11  16 GB 14 Inches HD Audio",34ae92b54dc5,1
q_164,"MSI Thin 15 B13UC-2623AU Gaming Laptop, 15"" FHD 144Hz Display, Raptor Lake i7-13620H Processor, NVIDIA GeForce RTX 3050, DDR IV 8GB*2 RAM, 512GB SSD, Windows11 Home, Cosmos Gray MSI    Cosmos Gray NVIDA RTX 3050 NVIDIA GeForce RTX 3050  512 GB Thin 15 B13UC-2623AU Windows 11 Home  16 GB 15.6 Inches Backlit Keyboard, Lightweight",785743735259,1
q_165,"Dell Latitude 5320 13.3"" FHD i5-1135G7 8GB 256GB SSD Windows 11 (Renewed) Dell  Intel Core i5-1135G7  Black Integrated   256 GB Dell Latitude 5320 Windows 11 Home  8 GB 13.3 Inches touchscreen",6da8dd518258,1
q_166,"Dell Latitude 7400 Intel i7 8665U 1.90GHz 16GB RAM 256GB SSD 14"" Win 11 (Renewed) DELL  Core i7-870 1.9 GHz  Integrated  SSD 256 GB Latitude Windows 11  16 GB 14 Inches",64ab2a69f75d,1
q_167,"acer Chromebook Plus 14"" FHD Touchscreen Laptop, Intel i3-N305 Processor, 8GB LPDDR5 RAM, 672GB Storage (512GB SSD+160GB Docking Station Set), Intel UHD Graphics, Wi-Fi 6E, Chrome OS, Gray acer  Core i3  Gray Integrated   512 GB Acer Chromebook Chrome OS  8 GB 14 Inches Anti Glare Coating",825b4fbc1fe0,1
q_168,"HP 2023 HP Laptop 14s-dq5141TU, 14"", 512GB SSD/16GB RAM, Intel Core i7-1255U HP  Intel Core i7 4.7 Jet Black Integrated   512 GB HP Laptop 14s-dq5141TU Windows 11  16 GB 14",210b2a25fd4f,1
q_169,"Asus ExpertBook P1 15.6"" 1080p i5-13420H 16GB 512GB SSD WiFi 6 Windows 11 Pro Laptop ASUS  Core i5 3.4 GHz  Integrated  SSD  ExpertBook P1 Windows 11 Pro  16 GB 15.6 Inches",157137814c68,1
q_170,"Microsoft Surface Laptop 3-13.5"" Touch Screen Intel Core i7 10th Generation 1065G7 16GB RAM 256GB SSD Windows 11 Notebook PC (Renewed) Microsoft  Intel Core i7 1.3 GHz  Integrated   256 GB SURFACELAPTOP3-I710TH-16G256GE Windows 11  16 GB 13.5 Inches Backlit Keyboard",df873ffe6039,1
q_171,"Lenovo Yoga 7 2-in-1 14IML9 Laptop, 14"" + Digital Pen, 512GB/16GB RAM, Intel Core Ultra 5 125H, Storm Grey Lenovo  None  Storm Grey Integrated   512 GB Yoga 7i 2-in-1 Windows 11 Home  16 GB 14 Inches Backlit Keyboard",55288cfc53a7,1
q_172,"Lenovo 14"" OLED IdeaPad 5 2-in-1 Laptop: AI QC Xplus 16GB, 1TB SSD 2-in-1 Copilot + PC (83GH000RAU) Lenovo  Snapdragon X Plus  Gray Integrated   1 TB IdeaPad 5 2-in-1 Windows 11 Home  16 GB 14 Inches Anti Glare Coating, Backlit Keyboard, Fingerprint Reader, HD Audio, Memory Card Slot",5e2c340e53d2,1
q_173,"Asus TUF Gaming F15 15.6"" 1080p IPS-Level 144Hz i7-13620H GeForce RTX 4060 16GB 512GB SSD WiFi 6 Windows 11 Home Gaming Laptop ASUS  Core i7 2.4 GHz  Dedicated NVIDIA GeForce RTX 4060 SSD  TUF Gaming F15 Windows 11 Home  16 GB 15.6 Inches",cea4e022e314,1
q_174,"ASUS Vivobook 16 Lifestyle Laptop. 16.0"" WUXGA Display. Snapdragon X X1 26 100 Processor (up to 2.97GHz) Qualcomm Hexagon NPU up to 45TOPS. LPDDR5X 16GB RAM. 512GB PCIe 4.0 SSD. Wi-Fi 6E. Win 11 Home ASUS  Snapdragon  Quiet Blue Integrated   512 GB F1607QA-MB082W Windows 11 Home  16 GB 16 Inches Anti Glare Coating, Backlit Keyboard, Lightweight",e8badebd3616,1
q_175,"Lenovo ThinkBook 14 G8 Business Laptop, 14"" WUXGA IPS Anti-Glare Display, Intel Core 5 210H, 16GB RAM, 512GB SSD, WiFi 6E, Windows 11 Pro, Secure & Reliable Professional Notebook Lenovo  Core i5 2.2 GHz  Integrated   512 GB ThinkBook 14 G8 Windows 11 Pro  16 GB 14 Inches WiFi 6E, Windows 11 Pro",83d82b0f52bd,1
